"GeneName","Start","Stop","Chromosome"
"MMP1",102289401,103298160,"11"
"MMP3",102335801,103343609,"11"
"MMP12",102362736,103374982,"11"
"MMP13",102442995,103455732,"11"
"DCUN1D5",102550686,103592194,"11"
"DYNC2H1",102609410,103979863,"11"
"PDGFD",103407189,104664379,"11"
"DDI1",103536640,104539196,"11"
"CASP12",104385718,105398670,"11"
"CASP4",104442866,105469366,"11"
"CASP5",104494235,105523168,"11"
"CASP1",104525397,105535250,"11"
"CARD16",104541326,105601431,"11"
"CARD18",104637714,106031697,"11"
"GRIA4",105109535,106482090,"11"
"MSANTD4",105495623,106522403,"11"
"KBTBD3",105551098,106577459,"11"
"AASDHPPT",105575501,106598699,"11"
"GUCY1A2",106174019,107518476,"11"
"CWF19L2",106826360,107957825,"11"
"ALKBH8",107002727,108065742,"11"
"ELMOD1",107091091,108166779,"11"
"SLN",107207378,108219693,"11"
"SLC35F2",107290991,108428293,"11"
"RAB39A",107428448,108463482,"11"
"CUL5",107508898,108607761,"11"
"ACAT1",107616695,108647603,"11"
"NPAT",107657215,108722638,"11"
"ATM",107723044,108869102,"11"
"C11orf65",107808519,108967531,"11"
"POGLUT3",107972112,108998405,"11"
"EXPH5",108005435,109093768,"11"
"DDX10",108165058,109440999,"11"
"C11orf87",108922190,109929167,"11"
"RDX",109364295,110796712,"11"
"ZC3H12C",109593392,110671841,"11"
"FDX1",109929948,110964884,"11"
"ARHGAP20",110077042,111213189,"11"
"POU2AF2",110745725,111786401,"11"
"POU2AF3",110798546,111808735,"11"
"POU2AF1",110852255,111955630,"11"
"BTG4",110967526,112014367,"11"
"HOATZ",111014778,112037043,"11"
"LAYN",111040280,112061745,"11"
"SIK2",111102449,112230855,"11"
"PPP2R1B",111226908,112266389,"11"
"ALG9",111282195,112371581,"11"
"FDXACB1",111374056,112381243,"11"
"CFAP68",111378935,112385975,"11"
"CRYAB",111408564,112423722,"11"
"HSPB2",111412734,112414093,"11"
"HSPB2-C11orf52",111412736,112426871,"11"
"C11orf52",111418032,112426871,"11"
"DIXDC1",111427144,112522653,"11"
"DLAT",111525408,112564404,"11"
"PIH1D2",111563218,112574274,"11"
"NKAPD1",111574086,112585150,"11"
"TIMM8B",111584800,112586798,"11"
"SDHD",111586824,112620016,"11"
"IL18",111643253,112664096,"11"
"TEX12",111667372,112672556,"11"
"BCO2",111675510,112724699,"11"
"PTS",111726367,112769955,"11"
"PLET1",111748153,112760860,"11"
"NCAM1",112461275,113778436,"11"
"TTC12",112814579,113883544,"11"
"ANKK1",112887779,113900416,"11"
"DRD2",112909605,113975691,"11"
"TMPRSS5",113187547,114206373,"11"
"ZW10",113233187,114273735,"11"
"CLDN25",113279796,114280485,"11"
"USP28",113297874,114375572,"11"
"HTR3B",113404796,114449079,"11"
"HTR3A",113475075,114490313,"11"
"ZBTB16",113559041,114756765,"11"
"NNMT",113757787,114813536,"11"
"C11orf71",113891443,114900511,"11"
"RBM7",113900030,114914203,"11"
"REXO2",113939435,114950279,"11"
"NXPE1",114018934,115059881,"11"
"NXPE4",114070591,115095786,"11"
"NXPE2",114178527,115207069,"11"
"CADM1",114669218,116004957,"11"
"BUD13",116248170,117272987,"11"
"ZPR1",116273799,117288039,"11"
"APOA5",116289367,117292420,"11"
"APOA4",116320700,117323304,"11"
"APOC3",116329706,117333072,"11"
"APOA1",116335751,117337622,"11"
"SIK3",116343402,117598437,"11"
"PAFAH1B2",116644284,117676894,"11"
"SIDT2",116678736,117697445,"11"
"TAGLN",116699370,117707464,"11"
"PCSK7",116704337,117732525,"11"
"RNF214",116732625,117786454,"11"
"BACE1",116785232,117816259,"11"
"CEP164",116814557,117913266,"11"
"DSCAML1",116927772,118317525,"11"
"FXYD2",117300844,118328698,"11"
"FXYD6-FXYD2",117320163,118376667,"11"
"FXYD6",117336976,118377486,"11"
"TMPRSS13",117400641,118429459,"11"
"IL10RA",117486370,118503037,"11"
"SMIM35",117503634,118588299,"11"
"TMPRSS4",117577012,118621890,"11"
"SCN4B",117633377,118652888,"11"
"SCN2B",117662806,118676639,"11"
"JAML",117693725,118725092,"11"
"MPZL3",117726690,118752365,"11"
"MPZL2",117753416,118764536,"11"
"CD3E",117804730,118816175,"11"
"CD3D",117839075,118842705,"11"
"CD3G",117844344,118855161,"11"
"UBE4A",117859600,118899211,"11"
"ATP5MG",117901346,118933278,"11"
"KMT2A",117936456,119026832,"11"
"TTC36",118027472,119031197,"11"
"TMEM25",118031041,119047280,"11"
"IFT46",118044528,119072970,"11"
"ARCN1",118072390,119103033,"11"
"PHLDB1",118106440,119158031,"11"
"TREH",118157316,119179690,"11"
"DDX6",118247763,119291164,"11"
"CXCR5",118383892,119397787,"11"
"BCL9L",118393875,119425926,"11"
"UPK2",118425164,119458559,"11"
"FOXR1",118471712,119481287,"11"
"CENATAC",118498138,119515793,"11"
"RPS25",118515712,119518691,"11"
"TRAPPC4",118518763,119525454,"11"
"SLC37A4",118523751,119530906,"11"
"HYOU1",118544188,119557227,"11"
"VPS11",118567818,119581972,"11"
"HMBS",118584866,119593834,"11"
"H2AX",118593874,119595465,"11"
"DPAGT1",118596025,119608331,"11"
"C2CD2L",118602198,119618544,"11"
"HINFP",118621580,119636059,"11"
"ABCG4",118649052,119662653,"11"
"NLRX1",118666568,119684016,"11"
"NHERF4",118685457,119690223,"11"
"CCDC153",118690250,119696769,"11"
"CBL",118706298,119813926,"11"
"MCAM",118808529,119821521,"11"
"RNF26",118834527,119837309,"11"
"C1QTNF5",118838942,119840940,"11"
"MFRP",118838942,119846705,"11"
"USP2",118855215,119881711,"11"
"THY1",118915476,119924985,"11"
"NECTIN1",119123408,120229200,"11"
"TRIM29",119611286,120685529,"11"
"OAF",119711032,120730334,"11"
"POU2F3",119736640,120819945,"11"
"TLCD5",119825296,120833686,"11"
"ARHGEF12",119836413,120989937,"11"
"GRIK4",120011746,121488906,"11"
"TBCEL",120524072,121590776,"11"
"TBCEL-TECTA",120524125,121613108,"11"
"TECTA",120601243,121691490,"11"
"SC5D",120792681,121813410,"11"
"SORL1",120952314,122133763,"11"
"BLID",121615340,122616215,"11"
"UBASH3B",122155722,123314473,"11"
"CRTAM",122338500,123372643,"11"
"JHY",122382683,123463862,"11"
"BSX",122477570,123481834,"11"
"HSPA8",122557489,123563230,"11"
"CLMP",122569872,123695248,"11"
"GRAMD1B",122858428,124127774,"11"
"SCN3B",123129187,124155244,"11"
"ZNF202",123223914,124241675,"11"
"OR6X1",123253580,124254518,"11"
"OR6M1",123305408,124306349,"11"
"TMEM225",123382920,124385670,"11"
"OR8D4",123402167,124409229,"11"
"OR4D5",123439617,124440573,"11"
"OR6T1",123442867,124443838,"11"
"OR10S1",123476661,124477781,"11"
"OR10G6",123494163,124495161,"11"
"OR10G4",123512997,124518732,"11"
"OR10G9",123523013,124523948,"11"
"OR10G8",123526798,124530634,"11"
"OR10G7",123536013,124541325,"11"
"VWA5A",123615404,124647721,"11"
"OR10D3",123683345,124688780,"11"
"OR8G3P",123711707,124715828,"11"
"OR8G2P",123724732,124725666,"11"
"OR8G1",123741095,124754364,"11"
"OR8G5",123756376,124766224,"11"
"OR8D1",123802831,124815099,"11"
"OR8D2",123819262,124820197,"11"
"OR8B2",123882394,124884499,"11"
"OR8B3",123895534,124899024,"11"
"OR8B4",123923942,124924871,"11"
"OR8B8",123937445,124945696,"11"
"OR8B12",124039635,125045333,"11"
"OR8A1",124066660,125082942,"11"
"PANX3",124111428,125120356,"11"
"TBRG1",124122836,125135926,"11"
"SIAE",124133113,125195707,"11"
"SPA17",124173844,125197518,"11"
"NRGN",124239942,125247210,"11"
"VSIG2",124247474,125252255,"11"
"ESAM",124252583,125262290,"11"
"MSANTD2",124266498,125300706,"11"
"ROBO3",124365432,125381471,"11"
"ROBO4",124383691,125398500,"11"
"HEPACAM",124419205,125436412,"11"
"HEPN1",124419250,125420677,"11"
"CCDC15",124454121,125541489,"11"
"SLC37A2",124563302,125590516,"11"
"TMEM218",124594389,125611763,"11"
"PKNOX2",124664687,125933389,"11"
"FEZ1",124942881,126092568,"11"
"EI24",125069280,126084684,"11"
"STT3A",125091712,126125215,"11"
"CHEK1",125125163,126176255,"11"
"ACRV1",125171522,126180874,"11"
"PATE1",125246279,126249867,"11"
"PATE2",125276113,126278828,"11"
"PATE3",125288127,126291600,"11"
"PATE4",125333316,126340072,"11"
"HYLS1",125383614,126400646,"11"
"PUS3",125393485,126403221,"11"
"DDX25",125403348,126443702,"11"
"VSIG10L2",125446044,126458647,"11"
"CDON",125455796,126563335,"11"
"RPUSD4",125702096,126711692,"11"
"FAM118B",125711724,126762984,"11"
"SRPRA",125762938,126769144,"11"
"FOXRED1",125769024,126778131,"11"
"TIRAP",125782497,126798845,"11"
"DCPS",125804060,126850005,"11"
"ST3GAL4",125855640,126940344,"11"
"KIRREL3",125923358,127503460,"11"
"ETS1",127958761,129087558,"11"
"FLI1",128186535,129313267,"11"
"KCNJ1",128336315,129367373,"11"
"KCNJ5",128391356,129421163,"11"
"TP53AIP1",128434731,129443399,"11"
"ARHGAP32",128465060,129779324,"11"
"BARX2",128875848,129952279,"11"
"TMEM45B",129315848,130360003,"11"
"NFRKB",129363636,130395590,"11"
"PRDM10",129399706,130502835,"11"
"APLP2",129568147,130644811,"11"
"ST14",129659782,130710362,"11"
"ZBTB44",129726677,130814917,"11"
"ADAMTS8",129904923,130928609,"11"
"ADAMTS15",129948645,130976645,"11"
"SNX19",130366250,131416479,"11"
"NTM",130870478,132836822,"11"
"OPCML",131914977,134032501,"11"
"SPATA19",133340631,134345538,"11"
"IGSF9B",133396438,134456968,"11"
"JAM3",133569071,134652001,"11"
"NCAPD3",133650113,134725504,"11"
"VPS26B",133724671,134747788,"11"
"THYN1",133748279,134753370,"11"
"ACAD8",133753548,134765855,"11"
"GLB1L3",133774245,134819564,"11"
"GLB1L2",133831988,134878341,"11"
"B3GAT1",133878504,134912242,"11"
"IQSEC3",1,678455,"12"
"SLC6A12",1,714570,"12"
"SLC6A13",1,762873,"12"
"KDM5A",1,889320,"12"
"CCDC77",1,942642,"12"
"B4GALNT3",1,1063509,"12"
"NINJ2",64296,1163589,"12"
"WNK1",252579,1411452,"12"
"RAD52",411736,1490053,"12"
"ERC1",490509,1995933,"12"
"WNT5B",1029891,2147212,"12"
"FBXL14",1065993,2094581,"12"
"ADIPOR2",1188574,2288674,"12"
"CACNA2D4",1291963,2418666,"12"
"LRTM2",1320267,2336753,"12"
"DCP1B",1446053,2504535,"12"
"CACNA1C",1470772,3197950,"12"
"FKBP4",2294970,3305423,"12"
"ITFG2",2312622,3359791,"12"
"NRIP2",2325348,3335544,"12"
"TEX52",2349046,3357039,"12"
"FOXM1",2357680,3377174,"12"
"RHNO1",2376258,3389524,"12"
"TULP3",2377223,3441138,"12"
"TEAD4",2459330,3540676,"12"
"TSPAN9",2577355,3786564,"12"
"PRMT8",2881349,4093973,"12"
"CRACR2A",3106633,4264819,"12"
"PARP11",3291047,4373448,"12"
"CCND2",3769771,4805353,"12"
"TIGAR",3807763,4860028,"12"
"FGF23",3868227,4879712,"12"
"FGF6",3928155,4945815,"12"
"C12orf4",3987735,5038508,"12"
"RAD51AP1",4038798,5060047,"12"
"DYRK4",4062208,5115302,"12"
"AKAP3",4115508,5149051,"12"
"NDUFA9",4149095,5194317,"12"
"GALNT8",4220400,5351927,"12"
"KCNA6",4309334,5313318,"12"
"KCNA1",4409905,5418256,"12"
"KCNA5",4543879,5546788,"12"
"NTF3",4932108,6021536,"12"
"ANO2",5031869,6446232,"12"
"VWF",5448877,6624770,"12"
"CD9",5699715,6738271,"12"
"PLEKHG6",5810436,6828506,"12"
"TNFRSF1A",5828757,6842114,"12"
"SCNN1A",5846843,6877730,"12"
"LTBR",5875045,6891571,"12"
"CD27",5944955,6951718,"12"
"TAPBPL",5951690,6966517,"12"
"VAMP1",5962237,6970677,"12"
"MRPL51",5991886,6993841,"12"
"NCAPD2",5993356,7031955,"12"
"GAPDH",6034512,7038374,"12"
"IFFO1",6038961,7056073,"12"
"NOP2",6056863,7068691,"12"
"CHD4",6070082,7114524,"12"
"LPAR5",6118835,7135960,"12"
"ACRBP",6138075,7147433,"12"
"ING4",6150301,7163142,"12"
"ZNF384",6166477,7189572,"12"
"PIANP",6193791,7200815,"12"
"COPS7A",6224014,7231875,"12"
"MLF2",6247996,7267475,"12"
"PTMS",6265516,7270952,"12"
"LAG3",6272512,7278455,"12"
"CD4",6286858,7320799,"12"
"GPR162",6321624,7329972,"12"
"P3H3",6328407,7339847,"12"
"GNB3",6339954,7347393,"12"
"CDCA3",6344793,7351292,"12"
"USP5",6352148,7366632,"12"
"TPI1",6367119,7370948,"12"
"SPSB2",6370935,7389358,"12"
"LRRC23",6373569,7414241,"12"
"ENO2",6413745,7423698,"12"
"ATN1",6424463,7442321,"12"
"C12orf57",6442978,7446003,"12"
"PTPN6",6446468,7461316,"12"
"PHB2",6465327,7470780,"12"
"EMG1",6470913,7479936,"12"
"LPCAT3",6476185,7518477,"12"
"C1S",6488259,7571032,"12"
"C1R",6580214,7592540,"12"
"C1RL",6589587,7609238,"12"
"RBP5",6615736,7628889,"12"
"CLSTN3",6629698,7658945,"12"
"PEX5",6688685,7718574,"12"
"ACSM4",6804072,7828719,"12"
"CD163L1",6846685,7979897,"12"
"CD163",6970811,8003893,"12"
"APOBEC1",7149400,8165908,"12"
"GDF3",7189784,8195775,"12"
"DPPA3",7211433,8217559,"12"
"CLEC4C",7229383,8251605,"12"
"NANOGNB",7265216,8274121,"12"
"NANOG",7287794,8299146,"12"
"SLC2A14",7312512,8391148,"12"
"SLC2A3",7419230,8519007,"12"
"FOXJ2",7532716,8555517,"12"
"C3AR1",7556844,8566359,"12"
"NECAP1",7576939,8597881,"12"
"CLEC4A",7623617,8638607,"12"
"ZNF705A",7657015,8688537,"12"
"FAM90A1",7721260,8727618,"12"
"CLEC6A",7955962,8978330,"12"
"CLEC4D",8009475,9022366,"12"
"CLEC4E",8033305,9040905,"12"
"AICDA",8102155,9113242,"12"
"MFAP5",8137346,9162888,"12"
"RIMKLB",8181600,9283095,"12"
"A2ML1",8322621,9387001,"12"
"PHC1",8413896,9441467,"12"
"M6PR",8440361,9449761,"12"
"KLRG1",8450044,9510760,"12"
"A2M",8567664,9616229,"12"
"PZP",8648840,9708395,"12"
"KLRB1",9094551,10107916,"12"
"CLEC2D",9164969,10199553,"12"
"CD69",9252486,10260901,"12"
"KLRF1",9327481,10345007,"12"
"CLEC2B",9352369,10369386,"12"
"KLRF2",9381489,10395833,"12"
"CLEC2A",9398673,10432370,"12"
"CLEC12A",9451316,10495694,"12"
"CLEC1B",9485642,10513424,"12"
"CLEC12B",9510627,10518796,"12"
"CLEC9A",9530678,10566031,"12"
"CLEC1A",9569554,10611627,"12"
"CLEC7A",9616777,10630258,"12"
"OLR1",9658301,10672138,"12"
"TMEM52B",9670542,10691804,"12"
"GABARAPL1",9712458,10723128,"12"
"KLRD1",9726058,10829608,"12"
"KLRK1",9872353,10891874,"12"
"KLRC4-KLRK1",9872353,10910146,"12"
"KLRC4",9907384,10909757,"12"
"KLRC3",9912315,10920595,"12"
"KLRC2",9926854,10942300,"12"
"KLRC1",9942264,10954685,"12"
"EIF2S3B",10005602,11023135,"12"
"MAGOHB",10104193,11113609,"12"
"STYK1",10118923,11174318,"12"
"YBX3",10199089,11223323,"12"
"TAS2R7",10301532,11302627,"12"
"TAS2R8",10306051,11307286,"12"
"TAS2R9",10309094,11310168,"12"
"PRH1",10324960,11671608,"12"
"TAS2R10",10325219,11326358,"12"
"PRR4",10345849,11349475,"12"
"TAS2R13",10407926,11409562,"12"
"PRH2",10429236,11434845,"12"
"TAS2R14",10437408,11671573,"12"
"TAS2R50",10485913,11486912,"12"
"TAS2R20",10495961,11498304,"12"
"TAS2R19",10521619,11522620,"12"
"TAS2R31",10530387,11531407,"12"
"TAS2R46",10561365,11562294,"12"
"TAS2R43",10591287,11592313,"12"
"TAS2R30",10632958,11634644,"12"
"SMIM10L1",10671194,11676016,"12"
"TAS2R42",10685993,11686937,"12"
"PRB3",10765914,11769707,"12"
"PRB4",10807077,11810436,"12"
"PRB1",10851823,11855591,"12"
"PRB2",10891540,12001041,"12"
"ETV6",11149674,12395377,"12"
"BCL2L14",11549844,12711084,"12"
"LRP6",11616025,12767044,"12"
"MANSC1",11826056,12850242,"12"
"BORCS5",11857078,12971233,"12"
"DUSP16",11973282,13062863,"12"
"CREBL2",12111827,13145108,"12"
"GPR19",12160890,13196207,"12"
"CDKN1B",12185498,13222369,"12"
"APOLD1",12225917,13329975,"12"
"DDX47",12313316,13329981,"12"
"GPRC5A",12391559,13417937,"12"
"GPRC5D",12440575,13452170,"12"
"HEBP1",12474870,13500265,"12"
"FAM234B",12544381,13642521,"12"
"GSG1",12583532,13603683,"12"
"EMP1",12696723,13719941,"12"
"GRIN2B",12937942,14482002,"12"
"ATF7IP",13865676,15002931,"12"
"PLBD1",14003661,15067883,"12"
"GUCY2C",14112632,15196599,"12"
"H4C16",14267999,15271131,"12"
"H2AJ",14274405,15278002,"12"
"WBP11",14284582,15303486,"12"
"C12orf60",14303666,15406586,"12"
"SMCO3",14304650,15314182,"12"
"ART4",14325569,15343526,"12"
"MGP",14380864,15385857,"12"
"ERP27",14414039,15438537,"12"
"ARHGDIB",14442031,15461728,"12"
"PDE6H",14473042,15481865,"12"
"RERG",14607783,15848675,"12"
"PTPRO",14822257,16102175,"12"
"EPS8",15120134,16382329,"12"
"STRAP",15382387,16403478,"12"
"DERA",15411302,16537381,"12"
"SLC15A5",15688485,16777685,"12"
"MGST1",15847142,17109259,"12"
"LMO3",16048372,17110594,"12"
"RERGL",17580869,18820107,"12"
"PIK3C2G",17742961,19148416,"12"
"PLCZ1",18183169,19238100,"12"
"CAPZA3",18238119,19239188,"12"
"PLEKHA5",18629669,19876400,"12"
"AEBP2",18904045,20220801,"12"
"PDE3A",19868537,21188583,"12"
"SLCO1C1",20195332,21253386,"12"
"SLCO1B3",20310702,21416911,"12"
"SLCO1B3-SLCO1B7",20315674,21590245,"12"
"SLCO1B1",20631194,21739796,"12"
"SLCO1A2",20764600,21919594,"12"
"IAPP",20854959,21879980,"12"
"PYROXD1",20937615,21971250,"12"
"RECQL",20968910,22001669,"12"
"GOLT1B",21001781,22018408,"12"
"SPX",21026296,22041249,"12"
"GYS2",21036107,22104847,"12"
"LDHB",21135342,22257857,"12"
"KCNJ8",21264955,22275600,"12"
"ABCC9",21297389,22442543,"12"
"CMAS",21546218,22565674,"12"
"ST8SIA1",21563773,22937041,"12"
"C2CD5",21948583,23044546,"12"
"ETNK1",22125075,23190665,"12"
"SOX5",23029504,25062544,"12"
"BCAT1",24310024,25449101,"12"
"IRAG2",24504342,25608335,"12"
"DNAI7",24608289,25695162,"12"
"ETFRF1",24695216,25709645,"12"
"KRAS",24705246,25750936,"12"
"LMNTD1",24909307,26148579,"12"
"RASSF8",25458232,26579892,"12"
"BHLHE41",25620030,26625037,"12"
"SSPN",25621991,26799290,"12"
"ITPR2",25835352,27333194,"12"
"INTS13",26405181,27438326,"12"
"FGFR1OP2",26438470,27466650,"12"
"TM7SF3",26471579,27514434,"12"
"MED21",26522546,27566343,"12"
"C12orf71",26581057,27582578,"12"
"STK38L",26743968,27825959,"12"
"BMAL2",26832836,27925289,"12"
"SMCO2",26946736,28002185,"12"
"PPFIBP1",27023431,28195564,"12"
"REP15",27196447,28197596,"12"
"MRPS35",27210822,28256295,"12"
"MANSC4",27262427,28280236,"12"
"KLHL42",27280048,28303040,"12"
"PTHLH",27458084,28472733,"12"
"CCDC91",27633249,29081511,"12"
"FAR2",28649016,29841121,"12"
"ERGIC2",28837352,29881189,"12"
"OVCH1",28912474,29997686,"12"
"TMTC1",29000840,30284759,"12"
"IPO8",30128988,31195869,"12"
"CAPRIN2",30209552,31323302,"12"
"TSPAN11",30426428,31496602,"12"
"DDX11",30573860,31604799,"12"
"SINHCAF",30780584,31827058,"12"
"DENND5B",30882226,32091136,"12"
"AK4P3",31115023,32152095,"12"
"ETFBKMT",31147160,32173114,"12"
"AMN1",31171142,32229121,"12"
"H3-5",31291185,32292298,"12"
"RESF1",31459370,32493107,"12"
"BICD1",31606835,32883633,"12"
"FGD4",31899558,33146050,"12"
"DNM1L",32179200,33245650,"12"
"YARS2",32227490,33255897,"12"
"PKP2",32290745,33396798,"12"
"SYT10",32874238,33939819,"12"
"ALG10",33522468,34529694,"12"
"ALG10B",37816762,38829721,"12"
"CPNE8",38146822,39407430,"12"
"KIF21A",38793228,39943390,"12"
"ABCD2",39050033,40119803,"12"
"C12orf40",39126167,40408300,"12"
"SLC2A13",39255025,40606089,"12"
"LRRK2",39696744,40869285,"12"
"MUC19",39893395,41070832,"12"
"CNTN1",40192439,41572415,"12"
"PDZRN4",40688320,42074745,"12"
"GXYLT1",41581845,42644874,"12"
"YAF2",41657104,42738349,"12"
"PPHLN1",41738447,42959715,"12"
"ZCRB1",41812086,42826257,"12"
"PRICKLE1",41956757,43090355,"12"
"ADAMTS20",42853866,44052203,"12"
"PUS7L",43218992,44258793,"12"
"IRAK4",43258944,44298307,"12"
"TWF1",43293723,44306328,"12"
"TMEM117",43335967,44889762,"12"
"NELL2",44008275,45421848,"12"
"DBX2",44514672,45551099,"12"
"ANO6",44715987,45982280,"12"
"ARID2",45229706,46408040,"12"
"SCAF11",45419131,46492120,"12"
"SLC38A1",45683063,46770017,"12"
"SLC38A2",45858188,46872773,"12"
"SLC38A4",46264761,47332408,"12"
"AMIGO2",46575707,47579959,"12"
"PCED1B",46579603,47736662,"12"
"RPAP3",47161249,48206030,"12"
"ENDOU",47209734,48225567,"12"
"RAPGEF3",47234363,48271040,"12"
"SLC48A1",47253916,48282751,"12"
"HDAC7",47282722,48333132,"12"
"VDR",47341537,48443048,"12"
"TMEM106C",47463569,48468878,"12"
"COL2A1",47472967,48504554,"12"
"SENP1",47539784,48606079,"12"
"PFKM",47605139,48646404,"12"
"ASB8",47647789,48681213,"12"
"CCDC184",47683644,48685926,"12"
"OR10AD1",47702339,48703292,"12"
"H1-7",47828980,48830279,"12"
"ZNF641",47837180,48851414,"12"
"ANP32D",47972559,48973622,"12"
"C12orf54",47982498,48996524,"12"
"OR8S1",48025632,49026570,"12"
"OR5BS1P",48059882,49062956,"12"
"LALBA",48067684,49070066,"12"
"KANSL2",48153211,49182238,"12"
"CCNT1",48188458,49216998,"12"
"TEX49",48227435,49265790,"12"
"ADCY6",48266194,49289089,"12"
"CACNB3",48313794,49328941,"12"
"DDX23",48329756,49352842,"12"
"RND1",48357145,49365870,"12"
"CCDC65",48404110,49431840,"12"
"FKBP11",48421518,49426474,"12"
"ARF3",48435723,49457487,"12"
"WNT10B",48465340,49471735,"12"
"WNT1",48478322,49482620,"12"
"DDN",48495149,49499375,"12"
"PRKAG1",48502274,49518807,"12"
"KMT2D",48518975,49560794,"12"
"RHEBL1",48564676,49570025,"12"
"DHH",48586656,49594801,"12"
"LMBR1L",48597136,49610900,"12"
"TUBA1B",48627782,49631397,"12"
"TUBA1A",48684686,49689080,"12"
"TUBA1C",48688736,49774600,"12"
"PRPH",48795147,49798686,"12"
"TROAP",48823236,49831731,"12"
"C1QL4",48832409,49837188,"12"
"DNAJC22",48846888,49857546,"12"
"SPATS2",48866584,50027425,"12"
"KCNH3",49039030,50058337,"12"
"MCRS1",49056544,50068145,"12"
"PRPF40B",49068218,50144666,"12"
"FAM186B",49082885,50105639,"12"
"FMNL3",49136499,50208165,"12"
"TMBIM6",49207725,50264934,"12"
"NCKAP5L",49291146,50328750,"12"
"BCDIN3D",49336043,50343106,"12"
"FAIM2",49366896,50404217,"12"
"AQP2",49450737,50458878,"12"
"AQP5",49461872,50465682,"12"
"AQP6",49467194,50477139,"12"
"RACGAP1",49476923,50533136,"12"
"ASIC1",49557548,50583611,"12"
"SMARCD1",49585200,50600707,"12"
"GPD1",49603982,50611313,"12"
"COX14",49612082,50620457,"12"
"CERS5",49629289,50667533,"12"
"LIMA1",49675788,50783520,"12"
"FAM186A",49826230,50896622,"12"
"LARP4",49892383,50980004,"12"
"DIP2B",50004985,51248657,"12"
"ATF1",50263710,51321162,"12"
"TMPRSS12",50342920,51387884,"12"
"METTL7A",50423472,51432510,"12"
"HIGD1C",50452538,51470607,"12"
"SLC11A2",50479401,51528566,"12"
"LETMD1",50547962,51560424,"12"
"CSRNP2",50561205,51583664,"12"
"TFCP2",50593656,51673135,"12"
"POU6F1",50686936,51718062,"12"
"DAZAP2",50738724,51771362,"12"
"SMAGP",50744558,51770415,"12"
"BIN2",50781038,51824668,"12"
"CELA1",50828442,51846679,"12"
"GALNT6",50851247,51892867,"12"
"SLC4A8",50891317,52015763,"12"
"SCN8A",51090266,52312864,"12"
"TMDD1",51313921,52314925,"12"
"FIGNL2",51317899,52348718,"12"
"ANKRD33",51388009,52391727,"12"
"ACVRL1",51406908,52423361,"12"
"ACVR1B",51451699,52497078,"12"
"TAMALIN",51506946,52515889,"12"
"NR4A1",51522832,52559507,"12"
"ATG101",51569246,52577495,"12"
"SMIM41",51579704,52608255,"12"
"KRT80",51668996,52692014,"12"
"KRT7",51732520,52752186,"12"
"KRT86",51749300,52809163,"12"
"KRT81",51785913,52791534,"12"
"KRT83",51814301,52821398,"12"
"KRT85",51860006,52867481,"12"
"KRT84",51877812,52885652,"12"
"KRT82",51893931,52906335,"12"
"KRT75",51924070,52934371,"12"
"KRT6B",51946651,52952146,"12"
"KRT6C",51968516,52973805,"12"
"KRT6A",51987176,52993257,"12"
"KRT5",52014575,53020530,"12"
"KRT71",52043909,53053145,"12"
"KRT74",52065782,53073843,"12"
"KRT72",52085589,53101538,"12"
"KRT73",52107570,53118559,"12"
"KRT2",52144558,53152211,"12"
"KRT1",52174736,53180407,"12"
"KRT77",52189626,53203524,"12"
"KRT76",52268155,53277345,"12"
"KRT3",52289685,53296117,"12"
"KRT4",52306549,53314116,"12"
"KRT79",52321408,53334311,"12"
"KRT78",52337804,53349092,"12"
"KRT8",52397187,53449954,"12"
"KRT18",52448871,53452906,"12"
"EIF4B",52506282,53542215,"12"
"TNS2",52546969,53564379,"12"
"SPRYD3",52564316,53579404,"12"
"IGFBP6",52597436,53602345,"12"
"SOAT2",52603486,53624535,"12"
"CSAD",52657663,53680925,"12"
"ZNF740",52680704,53695142,"12"
"ITGB7",52691323,53707282,"12"
"RARG",52710567,53732980,"12"
"MFSD5",52751251,53754406,"12"
"ESPL1",52768299,53793638,"12"
"PFDN5",52795291,53799452,"12"
"MYG1",52799695,53807177,"12"
"AAAS",52807456,53824864,"12"
"SP7",52826575,53845315,"12"
"SP1",52880176,53916446,"12"
"AMHR2",52923855,53931672,"12"
"PRR13",52941678,53946645,"12"
"PCBP2",52952102,53981162,"12"
"MAP3K12",52979669,54000063,"12"
"TARBP2",53000921,54006431,"12"
"NPFF",53006688,54007484,"12"
"ATF7-NPFF",53006691,54125979,"12"
"ATF7",53007856,54126410,"12"
"ATP5MC2",53132726,54177408,"12"
"CALCOCO1",53208517,54227745,"12"
"HOXC13",53438831,54446544,"12"
"HOXC12",53454903,54458956,"12"
"HOXC11",53473126,54477643,"12"
"HOXC10",53485065,54490279,"12"
"HOXC6",53490624,54530823,"12"
"HOXC9",53494895,54503337,"12"
"HOXC8",53508985,54512769,"12"
"HOXC4",53516931,54556030,"12"
"HOXC5",53533050,54535361,"12"
"SMUG1",53621277,54689008,"12"
"CBX5",53730942,54780133,"12"
"HNRNPA1",53780193,54787088,"12"
"NFE2",53792111,54801015,"12"
"COPZ1",53801202,54851846,"12"
"GPR84",53862445,54864487,"12"
"ZNF385A",53869133,54891298,"12"
"ITGA5",53895261,54919266,"12"
"GTSF1",53955950,54973602,"12"
